,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,features,quality,price,popularity,category,latitude,longitude,address,link
504,504,504,504,504,504,504,504,504,504,San Francisco Symphony,"{'acoustics': 94, 'movie': 59, 'performances': 47, 'concert hall': 29, 'intermission': 17, 'balconies': 13, 'beethoven': 12, 'ushers': 11, 'violin': 10, 'johannes brahms': 6}",4.8,0,2841,Orchestra,37.777637,-122.420692,"201 Van Ness Ave, San Francisco, CA 94102",https://www.google.com/maps/place/San+Francisco+Symphony/data=!4m2!3m1!1s0x80858098badb3a4d:0xf607dab64da19030!10m1!1e1
505,505,505,505,505,505,505,505,505,505,The Tap Haus,"{'pool': 31, 'games': 23, 'german beer': 9, 'atmosphere': 8, 'connect 4': 8, 'crowd': 7, 'choice': 6, 'college': 6, 'bathroom': 5, 'birthday': 5}",4.2,2,331,Bar,37.867672,-122.258142,"2518 Durant Ave ste c, Berkeley, CA 94704",https://www.google.com/maps/place/The+Tap+Haus/data=!4m2!3m1!1s0x80857c2f166365c5:0x15898b0888927c2f!10m1!1e1
506,506,506,506,506,506,506,506,506,506,Tap in lounge,"{'pizza': 44, 'indian food': 19, 'samosas': 12, 'tikka masala': 11, 'chicken sandwich': 9, 'sauce': 9, 'naan': 8, 'wrap': 7, 'cocktails': 5, 'veggie': 5}",4.2,1,198,Bar,37.87173,-122.268678,"2012 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Tap+in+lounge/data=!4m2!3m1!1s0x80857e9e8c16aebb:0x56e2a33844a64653!10m1!1e1
507,507,507,507,507,507,507,507,507,507,Cornerstone Craft Beer & Live Music,"{'venue': 134, 'bands': 40, 'crowd': 19, 'stage': 15, 'performances': 10, 'acoustics': 9, 'ping pong': 9, 'concert hall': 9, 'craft beers': 8, 'y&t': 7}",4.5,2,1603,Restaurant,37.86632,-122.267323,"2367 Shattuck Ave., Berkeley, CA 94704",https://www.google.com/maps/place/Cornerstone+Craft+Beer+%26+Live+Music/data=!4m2!3m1!1s0x80857e82cc99a8ef:0x5733765594852cd!10m1!1e1
508,508,508,508,508,508,508,508,508,508,Kip’s Bar and Grill,"{'college': 18, 'dance': 17, 'drinks': 13, 'floor': 12, 'burger': 8, 'atmosphere': 7, 'club': 6, 'game': 6, 'sports': 5, 'karaoke': 5}",3.9,1,341,Bar & grill,37.867993,-122.259592,"2439 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Kip%E2%80%99s+Bar+and+Grill/data=!4m2!3m1!1s0x80857c2f4d028897:0x8899b025af05f5e0!10m1!1e1
509,509,509,509,509,509,509,509,509,509,Henry's Bar & Restaurant,"{'game': 10, 'fries': 7, 'cocktails': 6, 'price': 6, 'atmosphere': 5, 'solid': 4, 'school': 3, 'bun': 3, 'lettuce': 3, 'walk': 3}",4.0,2,180,Bar & grill,37.867985,-122.256579,"2600 Durant Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Henry's+Bar+%26+Restaurant/data=!4m2!3m1!1s0x80857c2fafbe5a3b:0xdaa5622c1a2e7ec9!10m1!1e1
510,510,510,510,510,510,510,510,510,510,East Bay Spice Company,"{'cocktails': 117, 'tikka masala': 28, 'flatbread': 27, 'menu': 23, 'indian food': 18, 'tacos': 11, 'naan': 8, 'happy hour': 7, 'pakoras': 6, 'korma': 5}",4.4,2,592,Bar,37.87022,-122.266069,"2134 Oxford St, Berkeley, CA 94704",https://www.google.com/maps/place/East+Bay+Spice+Company/data=!4m2!3m1!1s0x80857e9d8d7538c1:0x27e77012cdecf82c!10m1!1e1
511,511,511,511,511,511,511,511,511,511,Tupper & Reed,"{'atmosphere': 34, 'pool table': 17, 'live music': 16, 'feel': 13, 'spirits': 10, 'jazz': 8, 'crowd': 8, 'fireplace': 7, 'band': 7, 'speakeasy': 5}",4.4,2,523,Cocktail bar,37.868144,-122.267558,"2271 Shattuck Ave., Berkeley, CA 94720",https://www.google.com/maps/place/Tupper+%26+Reed/data=!4m2!3m1!1s0x80857e9d0fe4b989:0xad545714a6bfa5e8!10m1!1e1
512,512,512,512,512,512,512,512,512,512,Bottom of the Hill,"{'bands': 80, 'intimate': 33, 'patio': 24, 'punk': 11, 'wall': 10, 'check': 9, 'club': 9, 'ATM': 8, 'dive bar': 8, 'earplugs': 5}",4.7,1,883,Live music venue,37.764978,-122.396439,"1233 17th St, San Francisco, CA 94107",https://www.google.com/maps/place/Bottom+of+the+Hill/data=!4m2!3m1!1s0x808f7fcc064bc741:0x7f2858c020d2203b!10m1!1e1
513,513,513,513,513,513,513,513,513,513,Great American Music Hall,"{'intimate': 65, 'balcony': 44, 'shows': 40, 'dinner': 24, 'interior': 14, 'crowd': 14, 'tickets': 14, 'bartenders': 11, 'restrooms': 9, 'table service': 5}",4.7,0,1409,Concert hall,37.784961,-122.418878,"859 O'Farrell St, San Francisco, CA 94109",https://www.google.com/maps/place/Great+American+Music+Hall/data=!4m2!3m1!1s0x80858096ceaf9e23:0xe52ea5e4cf448aba!10m1!1e1
514,514,514,514,514,514,514,514,514,514,Boom Boom Room,"{'band': 34, 'hip hop': 22, 'funk': 16, 'door': 13, 'night': 13, 'blues': 12, 'bartenders': 9, 'the fillmore': 7, 'open mic': 6, 'intimate': 5}",4.4,2,542,Live music venue,37.784606,-122.433237,"1601 Fillmore St, San Francisco, CA 94115",https://www.google.com/maps/place/Boom+Boom+Room/data=!4m2!3m1!1s0x808580b84d198807:0x8b05b56eb56bb7de!10m1!1e1
515,515,515,515,515,515,515,515,515,515,Brick & Mortar Music Hall,"{'bands': 25, 'bar': 21, 'intimate': 16, 'artists': 13, 'shows': 9, 'door': 9, 'parking': 7, 'atmosphere': 6, 'lighting': 6, 'stage': 6}",4.3,2,367,Event venue,37.769711,-122.420421,"1710 Mission St, San Francisco, CA 94103",https://www.google.com/maps/place/Brick+%26+Mortar+Music+Hall/data=!4m2!3m1!1s0x808f7e20e3e2625d:0x1a0cdab648db727b!10m1!1e1
516,516,516,516,516,516,516,516,516,516,SFJAZZ,"{'acoustics': 81, 'intimate': 69, 'shows': 37, 'parking': 16, 'chris botti': 10, 'balcony': 10, 'house': 10, 'sightlines': 8, 'robert glasper': 5, 'pink martini': 5}",4.8,0,1395,Live music venue,37.776435,-122.421631,"201 Franklin St, San Francisco, CA 94102",https://www.google.com/maps/place/SFJAZZ/data=!4m2!3m1!1s0x808580613cc89d4b:0xcf678083be8c496d!10m1!1e1
517,517,517,517,517,517,517,517,517,517,The Independent,"{'parking': 32, 'intimate': 26, 'bartenders': 22, 'artists': 22, 'door': 14, 'benches': 9, 'ear plugs': 9, 'hear': 8, 'coat': 7, 'restrooms': 6}",4.7,0,1310,Live music venue,37.775532,-122.4376,"628 Divisadero St, San Francisco, CA 94117",https://www.google.com/maps/place/The+Independent/data=!4m2!3m1!1s0x808580afd19e7523:0x745f4b1b9f94e4bd!10m1!1e1
518,518,518,518,518,518,518,518,518,518,August Hall,"{'lighting': 19, 'balcony': 18, 'intimate': 14, 'building': 11, 'bowling alley': 9, 'security': 9, 'sound system': 9, 'artist': 9, 'shows': 7, 'coat': 6}",4.6,0,814,Live music venue,37.787619,-122.409814,"420 Mason St, San Francisco, CA 94102",https://www.google.com/maps/place/August+Hall/data=!4m2!3m1!1s0x8085808ef9f24ce5:0xc1b64fe9abf9792b!10m1!1e1
519,519,519,519,519,519,519,519,519,519,Neck of the Woods,"{'comedy': 36, 'open mic': 18, 'salsa': 17, 'karaoke': 15, 'shows': 15, 'crowd': 14, 'evening': 9, 'sunday': 7, '90s': 6, 'beginner': 5}",4.3,0,560,Live music venue,37.783124,-122.463728,"406 Clement St, San Francisco, CA 94118",https://www.google.com/maps/place/Neck+of+the+Woods/data=!4m2!3m1!1s0x8085873c0a147cb3:0x27169a0d13e65442!10m1!1e1
520,520,520,520,520,520,520,520,520,520,The Fillmore,"{'posters': 151, 'history': 142, 'apples': 67, 'walls': 44, 'intimate': 29, 'security': 25, 'balcony': 24, 'chandeliers': 22, 'photos': 17, 'tradition': 8}",4.7,3,2544,Live music venue,37.783926,-122.433072,"1805 Geary Blvd, San Francisco, CA 94115",https://www.google.com/maps/place/The+Fillmore/data=!4m2!3m1!1s0x808580b9b206613b:0x44d95eb9bc33774!10m1!1e1
521,521,521,521,521,521,521,521,521,521,Mr. Tipple's Jazz Club,"{'bartender': 24, 'menu': 21, 'dim sum': 19, 'dumplings': 11, 'jazz band': 9, 'craft': 8, 'cover charge': 6, 'cat': 6, 'gypsy jazz': 5, 'waffles': 5}",4.6,2,881,Live music venue,37.77637,-122.418585,"39 Fell St, San Francisco, CA 94102",https://www.google.com/maps/place/Mr.+Tipple's+Jazz+Club/data=!4m2!3m1!1s0x8085809ea7ae3f8d:0xfd07c446f2b087ca!10m1!1e1
522,522,522,522,522,522,522,522,522,522,Golden Gate Fields,"{'dollar': 180, 'hot dogs': 76, 'bet': 71, 'parking': 57, 'buffet': 38, 'drinks': 21, 'bingo': 14, 'smoking': 7, 'thoroughbred': 6, 'kentucky derby': 6}",4.4,0,2263,Racecourse,37.884109,-122.311801,"1100 Eastshore Hwy, Berkeley, CA 94710",https://www.google.com/maps/place/Golden+Gate+Fields/data=!4m2!3m1!1s0x808578d58b671149:0xe2388b4082bde0ce!10m1!1e1
523,523,523,523,523,523,523,523,523,523,Antioch Speedway,"{'dirt track': 17, 'night': 13, 'price': 9, 'kids': 9, 'check': 4, 'entertainment': 4, 'stock car racing': 3, 'fries': 3, 'candy': 3, 'area': 3}",4.6,0,393,Car racing track,38.008064,-121.821553,"1201 W 10th St, Antioch, CA 94509",https://www.google.com/maps/place/Antioch+Speedway/data=!4m2!3m1!1s0x808559db0e0a2efb:0x3220d3bb36aa667a!10m1!1e1
524,524,524,524,524,524,524,524,524,524,Petaluma Fairgrounds Speedway,"{'night': 18, 'sprint car racing': 8, 'price': 7, 'dirt track': 6, 'kids': 6, 'entertainment': 4, 'park': 3}",4.6,0,260,Car racing track,38.241757,-122.626914,"100 Fairgrounds Dr, Petaluma, CA 94952",https://www.google.com/maps/place/Petaluma+Fairgrounds+Speedway/data=!4m2!3m1!1s0x8085b4012074566f:0x4df48c2576cfb4e9!10m1!1e1
525,525,525,525,525,525,525,525,525,525,California Ski Company,"{'price': 19, 'expertise': 9, 'bindings': 8, 'patient': 7, 'professional': 7, 'questions': 7, 'knowledge': 7, 'sale': 6, 'ski touring': 4, 'ski season': 3}",4.3,0,183,Ski shop,37.879655,-122.300797,"843 Gilman St, Berkeley, CA 94710",https://www.google.com/maps/place/California+Ski+Company/data=!4m2!3m1!1s0x80857ed1f2457f9f:0xcacc2f608733c3d!10m1!1e1
526,526,526,526,526,526,526,526,526,526,The Ski Renter of Mountain View,"{'gear': 17, 'season': 13, 'wax': 12, 'pants': 8, 'quality': 7, 'job': 5, 'bindings': 5, 'thursday': 5, 'knowledge': 5, 'resort': 5}",4.8,0,299,Ski rental service,37.417623,-122.096955,"897 Independence Ave #1c, Mountain View, CA 94043",https://www.google.com/maps/place/The+Ski+Renter+of+Mountain+View/data=!4m2!3m1!1s0x808fb72c0ab16cc5:0xceb8ad2edd72d56b!10m1!1e1
527,527,527,527,527,527,527,527,527,527,REI,"{'sales': 45, 'bike': 42, 'outdoor': 35, 'shoes': 33, 'return': 19, 'dividends': 8, 'snow': 6, 'corporate': 5, 'sporting goods': 5, 'backpack': 5}",4.4,0,864,Camping store,37.879112,-122.296137,"1338 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/REI/data=!4m2!3m1!1s0x80857ecf027d8dd7:0x12b2d505a961cbaf!10m1!1e1
528,528,528,528,528,528,528,528,528,528,Dodge Ridge Mountain Resort,"{'tahoe': 46, 'lessons': 32, 'instructor': 32, 'snowboard': 25, 'chair': 19, 'lift ticket': 19, 'ski school': 18, 'learn': 15, 'driving': 11, 'traffic': 10}",4.5,0,1135,Ski resort,38.189803,-119.955864,"1 Dodge Ridge Rd, Pinecrest, CA 95364",https://www.google.com/maps/place/Dodge+Ridge+Mountain+Resort/data=!4m2!3m1!1s0x8097480725175403:0xfcf847cb8ef7048f!10m1!1e1
529,529,529,529,529,529,529,529,529,529,Heavenly Mountain Resort - California Lodge,"{'gondola': 42, 'wind': 18, 'lessons': 16, 'instructor': 16, 'pass': 15, 'lake': 14, 'skill': 9, 'mask': 8, 'tram': 7, 'northstar california resort': 5}",4.3,0,1012,Ski resort,38.934923,-119.940278,"3860 Saddle Rd, South Lake Tahoe, CA 96150",https://www.google.com/maps/place/Heavenly+Mountain+Resort+-+California+Lodge/data=!4m2!3m1!1s0x80999044afd5ad6b:0x81f85ee0ddf8ee98!10m1!1e1
530,530,530,530,530,530,530,530,530,530,Badger Pass Ski Area,"{'snowshoeing': 22, 'lessons': 21, 'learn': 18, 'cross country skiing': 15, 'instructors': 14, 'snowboard': 13, 'chains': 8, 'boots': 8, 'equipment': 8, 'tires': 5}",4.5,0,505,Ski resort,37.662268,-119.663365,"7082 Glacier Point Rd, Yosemite National Park, CA 95389",https://www.google.com/maps/place/Badger+Pass+Ski+Area/data=!4m2!3m1!1s0x8096f243c4ca88d5:0xa5b7ff277137c44a!10m1!1e1
531,531,531,531,531,531,531,531,531,531,Homewood Mountain Resort,{},4.4,0,1010,Ski resort,39.085583,-120.160539,"5145 W Lake Blvd, Homewood, CA 96141",https://www.google.com/maps/place/Homewood+Mountain+Resort/data=!4m2!3m1!1s0x80997fda4762005f:0x73b0c46aa0c1068d!10m1!1e1
532,532,532,532,532,532,532,532,532,532,China Peak Mountain Resort,{},4.4,0,1030,Ski resort,37.236436,-119.157371,"59265 CA-168, Lakeshore, CA 93634",https://www.google.com/maps/place/China+Peak+Mountain+Resort/data=!4m2!3m1!1s0x80945e2455555555:0x57f853e3109a87c9!10m1!1e1
533,533,533,533,533,533,533,533,533,533,Palisades Tahoe,"{'pass': 56, 'tram': 54, 'olympic': 32, 'traffic': 31, 'northstar california resort': 18, 'suite': 11, 'spartan race': 10, 'headwall': 9, 'granite': 7, 'kirkwood': 5}",4.6,0,5937,Ski resort,39.190609,-120.248391,"1960 Squaw Valley Road, Olympic Valley, CA 96146",https://www.google.com/maps/place/Palisades+Tahoe/data=!4m2!3m1!1s0x809bd9ecf08f263d:0x30be88f09785170f!10m1!1e1
534,534,534,534,534,534,534,534,534,534,Iron Mountain Sno-Park,"{'snowmobiling': 14, 'parking': 9, 'permit': 8, 'sledding': 8, 'play': 6, 'price': 6, 'terrain park': 5, 'beautiful': 4, 'camping': 3, 'nature': 3}",4.4,0,125,Ski resort,38.628838,-120.214878,"Iron Mountain Rd, Kyburz, CA 95720",https://www.google.com/maps/place/Iron+Mountain+Sno-Park/data=!4m2!3m1!1s0x809a1c4927da612f:0x6e9f078d538249b2!10m1!1e1
535,535,535,535,535,535,535,535,535,535,Alpine Base Area at Palisades Tahoe,"{'parking': 26, 'chairs': 16, 'tree': 10, 'powder': 10, 'crowds': 9, 'bowl': 7, 'speed': 6, 'deck': 5, 'sister': 5, 'chalet': 5}",4.7,0,1154,Ski resort,39.164617,-120.238686,"2600 Alpine Meadows Rd, Alpine Meadows, CA 96146",https://www.google.com/maps/place/Alpine+Base+Area+at+Palisades+Tahoe/data=!4m2!3m1!1s0x809bd747aaf6d5d5:0x899da9661d407225!10m1!1e1
536,536,536,536,536,536,536,536,536,536,Sierra-at-Tahoe Resort,{},4.6,0,3091,Ski resort,38.800243,-120.080404,"1111 Sierra-At-Tahoe Rd, Twin Bridges, CA 95735",https://www.google.com/maps/place/Sierra-at-Tahoe+Resort/data=!4m2!3m1!1s0x80998b70d74f335b:0x68d53545553f53f0!10m1!1e1
537,537,537,537,537,537,537,537,537,537,Granlibakken Ski & Sled Hill,"{'sledding': 26, 'price': 15, 'learn': 10, 'parking': 6, 'area': 5, 'tickets': 5, 'slope': 5, 'food truck': 4, 'play': 4, 'carpet': 3}",4.4,0,160,Ski resort,39.154016,-120.154789,"Ski Hill, 725 Granlibakken Rd, Tahoe City, CA 96145",https://www.google.com/maps/place/Granlibakken+Ski+%26+Sled+Hill/data=!4m2!3m1!1s0x80997d88a3630ec7:0x30c3373b77f6c7b4!10m1!1e1
538,538,538,538,538,538,538,538,538,538,Kirkwood Mountain Resort,"{'tahoe': 172, 'wall': 31, 'expert': 30, 'northstar california resort': 27, 'amenities': 24, 'traffic': 23, 'cornice': 18, 'bowl': 17, 'pow': 8, 'cement': 5}",4.6,0,3015,Ski resort,38.684751,-120.065166,"1501 Kirkwood Meadows Dr, Kirkwood, CA 95646",https://www.google.com/maps/place/Kirkwood+Mountain+Resort/data=!4m2!3m1!1s0x8099f14d46e30fcb:0x8b5defcad7b5e59f!10m1!1e1
539,539,539,539,539,539,539,539,539,539,Sports Basement Walnut Creek,"{'rental': 51, 'gear': 38, 'discount': 29, 'ski': 28, 'boots': 21, 'foot': 13, 'season': 10, 'employee': 9, 'road bike': 6, 'hoka': 5}",4.7,0,795,Sporting goods store,37.918671,-122.036828,"1881 Ygnacio Valley Rd, Walnut Creek, CA 94598",https://www.google.com/maps/place/Sports+Basement+Walnut+Creek/data=!4m2!3m1!1s0x80856052957c2325:0x7207a06efe655eea!10m1!1e1
540,540,540,540,540,540,540,540,540,540,Sports Basement San Ramon,"{'rental': 57, 'discount': 36, 'skis': 34, 'gear': 33, 'boots': 19, 'season': 15, 'inventory': 13, 'hiking': 9, 'tennis': 7, 'temperature': 6}",4.6,0,760,Sporting goods store,37.761909,-121.953081,"1041 Market Pl, San Ramon, CA 94583",https://www.google.com/maps/place/Sports+Basement+San+Ramon/data=!4m2!3m1!1s0x808ff28202605f5f:0xf378ee8e3a82f5a3!10m1!1e1
541,541,541,541,541,541,541,541,541,541,Northstar California Resort,{},4.5,0,5722,Ski resort,39.264658,-120.133187,"5001 Northstar Dr, Truckee, CA 96161",https://www.google.com/maps/place/Northstar+California+Resort/data=!4m2!3m1!1s0x809962691d00f31b:0xf108bd9d35c51642!10m1!1e1
542,542,542,542,542,542,542,542,542,542,REI,"{'bike': 44, 'outdoor': 39, 'parking': 35, 'hiking boots': 14, 'cashier': 9, 'dividend': 6, 'solid': 6, 'backpacking': 6, 'color': 6, 'pickup': 6}",4.5,0,963,Camping store,37.772493,-122.404576,"840 Brannan St, San Francisco, CA 94103",https://www.google.com/maps/place/REI/data=!4m2!3m1!1s0x808f7e2b9ccffecb:0x87fd5b78bb755153!10m1!1e1
543,543,543,543,543,543,543,543,543,543,Last Minute Gear,"{'rent': 51, 'trip': 45, 'efficient': 9, 'snow': 9, 'tent': 9, 'website': 8, 'pickup': 8, 'schedule': 7, 'night': 6, 'flexibility': 5}",4.8,0,197,Outdoor sports store,37.788997,-122.40952,"563 Sutter St, San Francisco, CA 94102",https://www.google.com/maps/place/Last+Minute+Gear/data=!4m2!3m1!1s0x8085808e0332c0c5:0x1f4017cfe73e5322!10m1!1e1
544,544,544,544,544,544,544,544,544,544,Sports Basement Presidio,"{'gear': 78, 'bike rental': 37, 'inventory': 25, 'snowboard': 19, 'outdoor': 15, 'mountain bike': 14, 'boots': 14, 'bridge': 13, 'coupon': 9, 'backpacking': 7}",4.7,2,1503,Sporting goods store,37.802853,-122.459255,"610 Old Mason St, San Francisco, CA 94129",https://www.google.com/maps/place/Sports+Basement+Presidio/data=!4m2!3m1!1s0x808586da1e62c4cf:0x52160243a5eb280e!10m1!1e1
545,545,545,545,545,545,545,545,545,545,REI,"{'bike': 20, 'outdoor': 17, 'products': 16, 'shoes': 13, 'sales': 11, 'hiking': 7, 'quality': 7, 'dividends': 4, 'employee': 4, 'ski': 3}",4.4,0,359,Camping store,37.968654,-122.056514,"1975 Diamond Blvd Ste B100, Concord, CA 94520",https://www.google.com/maps/place/REI/data=!4m2!3m1!1s0x808566c5df228be1:0x3879763f816742c0!10m1!1e1
546,546,546,546,546,546,546,546,546,546,Sports Basement Bryant Street,"{'rentals': 102, 'ski boots': 44, 'snowboard': 34, 'bindings': 24, 'floor': 18, 'tires': 12, 'inventory': 11, 'yoga': 9, 'backpacking': 8, 'pants': 8}",4.6,2,1192,Sporting goods store,37.767168,-122.411057,"1590 Bryant St, San Francisco, CA 94103",https://www.google.com/maps/place/Sports+Basement+Bryant+Street/data=!4m2!3m1!1s0x808586da1e62c4cf:0x275c2e74fbb4bde1!10m1!1e1
547,547,547,547,547,547,547,547,547,547,The North Face Outlet Berkeley,"{'deals': 172, 'jackets': 40, 'parking': 38, 'backpacks': 13, 'check': 12, 'cashier': 10, 'snow': 6, 'sleeping bags': 6, 'NF': 5, 'security': 5}",4.3,0,1391,Outdoor clothing and equipment shop,37.879551,-122.303007,"1238 Fifth St, Berkeley, CA 94710",https://www.google.com/maps/place/The+North+Face+Outlet+Berkeley/data=!4m2!3m1!1s0x80857ed3d6e69621:0x60fed9caf773da08!10m1!1e1
548,548,548,548,548,548,548,548,548,548,K Street Flats,"{'management': 32, 'leasing': 17, 'students': 14, 'team': 12, 'maintenance': 11, 'mario': 8, 'elevator': 7, 'convenient': 7, 'noise': 6, 'laundry': 5}",3.6,0,129,Apartment complex,37.867922,-122.269509,"2020 Kittredge St Suite D, Berkeley, CA 94704",https://www.google.com/maps/place/K+Street+Flats/data=!4m2!3m1!1s0x80857e9cf59e03e7:0x97299177160a977e!10m1!1e1
549,549,549,549,549,549,549,549,549,549,Hertz Car Rental - Berkeley - San Pablo Avenue HLE,"{'price': 21, 'manager': 6, 'SUV': 5, 'star': 5, 'insurance': 5, 'plan': 4, 'selection': 4, 'fee': 4, 'shock': 3, 'minivan': 3}",3.0,0,125,Car rental agency,37.88466,-122.296689,"1061 San Pablo Ave, Albany, CA 94706",https://www.google.com/maps/place/Hertz+Car+Rental+-+Berkeley+-+San+Pablo+Avenue+HLE/data=!4m2!3m1!1s0x80857fb4311d80d5:0x371d33a7d2b7f596!10m1!1e1
550,550,550,550,550,550,550,550,550,550,Enterprise Rent-A-Car,"{'professional': 10, 'price': 9, 'manager': 6, 'patient': 5, 'insurance': 5, 'pick up': 5, 'discount': 4, 'team': 4, 'call': 3}",4.6,0,167,Car rental agency,37.85509,-122.266174,"3001 Shattuck Ave., Berkeley, CA 94705",https://www.google.com/maps/place/Enterprise+Rent-A-Car/data=!4m2!3m1!1s0x80857e7f9cbd0f5f:0x6c44636f541fba9c!10m1!1e1
551,551,551,551,551,551,551,551,551,551,Avis Car Rental,"{'price': 18, 'fee': 9, 'management': 8, 'pickup': 7, 'airport': 6, 'pay': 5, 'fine': 4, 'owner': 4, 'dog': 4, 'holiday': 3}",3.4,0,113,Car rental agency,37.867869,-122.270108,"2000 Kittredge Street btwn Shattuck Av &, Milvia St, Berkeley, CA 94704",https://www.google.com/maps/place/Avis+Car+Rental/data=!4m2!3m1!1s0x80857e9c7caa13cd:0x38541fe51f06f73d!10m1!1e1
552,552,552,552,552,552,552,552,552,552,Enterprise Rent-A-Car,"{'professional': 33, 'pick up': 31, 'insurance': 18, 'driving': 16, 'gas': 14, 'clean': 13, 'discount': 10, 'fees': 9, 'morning': 8, 'minivan': 6}",4.2,0,468,Car rental agency,37.873094,-122.293792,"1706 San Pablo Ave, Berkeley, CA 94702",https://www.google.com/maps/place/Enterprise+Rent-A-Car/data=!4m2!3m1!1s0x80857ec6a843e8fd:0x7db6f225fadb557c!10m1!1e1
553,553,553,553,553,553,553,553,553,553,Reboot Float & Cryo Spa,"{'sauna': 8, 'feeling': 7, 'shower': 5, 'parking': 4, 'ice': 3, 'cryotherapy': 3, 'informative': 3}",4.7,0,123,Spa,37.84993,-122.25264,"6239 College Ave, Oakland, CA 94618",https://www.google.com/maps/place/Reboot+Float+%26+Cryo+Spa/data=!4m2!3m1!1s0x80857dc51869f63b:0x843d4da14c62628e!10m1!1e1
554,554,554,554,554,554,554,554,554,554,Zen Springs - Boutique Bath House,"{'hot tub': 19, 'priced': 17, 'clean': 15, 'money': 10, 'sauna': 8, 'ceiling': 6, 'mold': 6, 'shower': 6, 'towels': 6, 'website': 5}",3.6,0,214,Day spa,37.803216,-122.276189,"1010 Jefferson St, Oakland, CA 94607",https://www.google.com/maps/place/Zen+Springs+-+Boutique+Bath+House/data=!4m2!3m1!1s0x808f80b09a2d0915:0x16156073a54af2c2!10m1!1e1
555,555,555,555,555,555,555,555,555,555,"Berkeley Heat - Regency Fireplaces, Caldera Spas & Finnleo Saunas","{'professional': 21, 'fireplace insert': 19, 'team': 17, 'contractor': 16, 'job': 15, 'hot tub': 15, 'house': 12, 'happy': 8, 'plumber': 6, 'electrical': 6}",4.8,0,187,Fireplace store,37.851496,-122.290538,"915 Ashby Ave, Berkeley, CA 94710","https://www.google.com/maps/place/Berkeley+Heat+-+Regency+Fireplaces,+Caldera+Spas+%26+Finnleo+Saunas/data=!4m2!3m1!1s0x80857ef50f365253:0x4a4a27ffd8895a6e!10m1!1e1"
556,556,556,556,556,556,556,556,556,556,"Albany Sauna, Massage Therapy, Facials & Hot Tubs","{'steam': 9, 'shower': 7, 'skin': 7, 'relaxing': 7, 'prices': 7, 'space': 5, 'products': 5, 'book': 5, 'waterfall': 4, 'roof': 4}",4.5,0,164,Massage spa,37.889892,-122.300426,"1002 Solano Ave, Albany, CA 94706","https://www.google.com/maps/place/Albany+Sauna,+Massage+Therapy,+Facials+%26+Hot+Tubs/data=!4m2!3m1!1s0x8085792e09471fed:0x9a182e348132a525!10m1!1e1"
557,557,557,557,557,557,557,557,557,557,Imm Thai Street Food,"{'pad see ew': 51, 'pad kee mao': 39, 'pumpkin': 24, 'eggplant': 13, 'quick service': 9, 'college': 7, 'duck noodle soup': 6, 'beef noodle soup': 6, 'kua gai': 5, 'campus': 5}",4.5,1,1293,Thai restaurant,37.871899,-122.269115,"2068 University Ave, Berkeley, CA 94704",https://www.google.com/maps/place/Imm+Thai+Street+Food/data=!4m2!3m1!1s0x80857e9eec4f1e63:0x5f54d96f0dccdb72!10m1!1e1
558,558,558,558,558,558,558,558,558,558,Thai Basil,"{'cash': 20, 'spicy': 12, 'fried rice': 11, 'pad see ew': 9, 'quick service': 7, 'eggplant': 6, 'chili': 6, 'pad kee mao': 6, 'pineapple': 5, 'college': 5}",4.3,1,364,Thai restaurant,37.868327,-122.258081,"2519 Durant Ave F, Berkeley, CA 94704",https://www.google.com/maps/place/Thai+Basil/data=!4m2!3m1!1s0x80857c2f6ae0e2f1:0x6978b6e8a72d58d4!10m1!1e1
559,559,559,559,559,559,559,559,559,559,Rowell Ranch Rodeo,"{'kids': 7, 'parking': 5, 'animal cruelty': 4, 'fun': 4, 'festival': 3}",4.5,0,198,Rodeo,37.69796,-121.981593,"9725 Dublin Canyon Rd, Castro Valley, CA 94552",https://www.google.com/maps/place/Rowell+Ranch+Rodeo/data=!4m2!3m1!1s0x808fecceb4765ca3:0x858e29f41abf1c40!10m1!1e1
560,560,560,560,560,560,560,560,560,560,Cow Palace Arena & Event Center,"{'rodeo': 32, 'shows': 32, 'dog show': 26, 'convention': 24, 'holiday': 15, 'costumes': 13, ""jehovah's witnesses"": 11, 'reptile': 8, 'christmas fair': 8, '70s': 7}",4.2,0,2098,Arena,37.707719,-122.420373,"2600 Geneva Ave, Daly City, CA 94014",https://www.google.com/maps/place/Cow+Palace+Arena+%26+Event+Center/data=!4m2!3m1!1s0x808f7ec6228972f3:0x22f5255a37a4e548!10m1!1e1
